ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1901342	regulation of vasculature development	30/279	355/18903	1.23287794881331e-14	3.70872102965751e-12	2.49996973544059e-12	IL1A/LRG1/ADAM10/TNF/TNFSF12/PF4/EGLN1/HSPG2/FGF18/ANGPTL4/ECM1/SULF1/ANGPT2/SERPINF1/SFRP1/ADAM12/S100A1/SEMA4A/CCBE1/MDK/SERPINE1/WNT4/VEGFB/WNT5A/ADAMTS9/EMILIN1/DCN/PLXND1/ANXA3/ADAMTS1	30
BP	GO:0051216	cartilage development	23/279	201/18903	2.9437989987603e-14	8.11752573908152e-12	5.47185094594129e-12	FGF9/OGN/ADAMTS7/EFEMP1/FGF18/WNT9A/ECM1/SULF1/CTSK/HYAL2/TGFBI/COMP/MGP/TGFB1/HYAL3/BGN/MDK/LTBP3/WNT5A/ADAMTS12/COL27A1/TSKU/TIMP1	23
BP	GO:0030574	collagen catabolic process	13/279	45/18903	5.71447216601635e-14	1.45455295364216e-11	9.80483119011227e-12	MMP7/ADAM15/CTSS/MMP2/CTSK/MMP24/CST3/MMP16/MMP25/MMP17/MMP23B/MMP26/MMP15	13
BP	GO:0085029	extracellular matrix assembly	13/279	46/18903	7.86153985819961e-14	1.85813109934161e-11	1.25252653831015e-11	THSD4/EFEMP2/GAS6/TNXB/PLOD3/PXDN/TGFB1/MFAP4/LTBP3/LOX/EMILIN1/LAMB1/LAMB3	13
BP	GO:0010466	negative regulation of peptidase activity	25/279	263/18903	1.57903342046098e-13	3.48334772553692e-11	2.34805039856619e-11	CPAMD8/CSTB/TNF/GAS6/SERPINA3/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	25
BP	GO:0022617	extracellular matrix disassembly	14/279	62/18903	2.59427209287156e-13	5.36527897206999e-11	3.61662010841765e-11	ADAMTS15/MMP7/ADAM15/ADAM10/CTSS/LAMC1/MMP2/CTSK/CTSV/TGFB1/CST3/ADAMTS5/ADAM8/MMP15	14
BP	GO:0045765	regulation of angiogenesis	28/279	349/18903	3.58321404999828e-13	6.97462075967312e-11	4.70144307860455e-11	IL1A/LRG1/TNF/TNFSF12/PF4/EGLN1/HSPG2/FGF18/ANGPTL4/ECM1/SULF1/ANGPT2/SERPINF1/SFRP1/ADAM12/S100A1/SEMA4A/CCBE1/MDK/SERPINE1/VEGFB/WNT5A/ADAMTS9/EMILIN1/DCN/PLXND1/ANXA3/ADAMTS1	28
BP	GO:0061448	connective tissue development	25/279	274/18903	3.9976034132898e-13	7.1452148441437e-11	4.81643691200728e-11	FGF9/OGN/ADAMTS7/PDGFD/EFEMP1/FGF18/WNT9A/ECM1/SULF1/CTSK/HYAL2/TGFBI/COMP/MGP/TGFB1/HYAL3/BGN/MDK/LTBP3/LOX/WNT5A/ADAMTS12/COL27A1/TSKU/TIMP1	25
BP	GO:0050921	positive regulation of chemotaxis	19/279	144/18903	4.10272233420158e-13	7.1452148441437e-11	4.81643691200728e-11	ADAM10/PTN/IL34/GAS6/CCL21/LGALS9/PDGFD/CCL4/FGF18/S100A14/TGFB1/MDK/SERPINE1/VEGFB/WNT5A/ARTN/CCL5/CCL3/MEGF8	19
BP	GO:0010951	negative regulation of endopeptidase activity	24/279	252/18903	4.73272291360549e-13	7.83029006056028e-11	5.27823150206844e-11	CPAMD8/CSTB/TNF/GAS6/SERPINA3/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	24
BP	GO:0002687	positive regulation of leukocyte migration	19/279	148/18903	6.78397927062623e-13	1.06896130507153e-10	7.20564013757243e-11	IL1A/ADAM10/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/S100A14/CX3CL1/MDK/SERPINE1/VEGFB/WNT5A/CCL5/ADAM8/CCL3	19
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	29/279	390/18903	9.02043490723805e-13	1.35675541400231e-10	9.14559883657294e-11	GDF15/FGF9/FBN1/LRG1/FSTL3/LEFTY1/HTRA3/CHRD/SULF1/FMOD/SFRP1/COMP/ADAM9/CD109/GDF11/TGFB1/LTBP3/SFRP4/CRIM1/LOX/WNT5A/SFRP5/INHBC/EMILIN1/LTBP1/LTBP4/MEGF8/FBN2/FSTL1	29
BP	GO:0090287	regulation of cellular response to growth factor stimulus	27/279	338/18903	1.07149167279044e-12	1.54155041098417e-10	1.03912624926451e-10	FGF9/FBN1/LRG1/FSTL3/FGF18/HTRA3/CHRD/SULF1/GPC1/SFRP1/CCBE1/CD109/TGFB1/WNT4/SFRP4/CRIM1/LOX/WNT5A/ADAMTS12/SFRP5/EMILIN1/DCN/LTBP1/FAM20C/LTBP4/FBN2/FSTL1	27
BP	GO:0052547	regulation of peptidase activity	31/279	459/18903	1.78112562098337e-12	2.31017620910005e-10	1.55724050423343e-10	PCOLCE/CPAMD8/CSTB/TNF/GAS6/LGALS9/SERPINA3/TNFSF10/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/FBLN1/SLPI/CST2/SERPINA10/S100A9/CTSD/SERPINF2/CST1/PZP/SERPINA5/TIMP1	31
BP	GO:0051346	negative regulation of hydrolase activity	28/279	373/18903	1.81431901284197e-12	2.31017620910005e-10	1.55724050423343e-10	CPAMD8/CSTB/TNF/GAS6/ANXA1/EGLN1/ANGPTL4/SERPINA3/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	28
BP	GO:0060326	cell chemotaxis	26/279	319/18903	1.81518831781811e-12	2.31017620910005e-10	1.55724050423343e-10	ADAM10/PTN/IL34/GAS6/CCL21/LGALS9/PDGFD/PF4/ANXA1/CCL4/FGF18/MMP2/S100A14/CX3CL1/CXCL14/MDK/SERPINE1/CCL14/VEGFB/CXCL2/LOX/WNT5A/S100A9/CCL5/ADAM8/CCL3	26
BP	GO:0032103	positive regulation of response to external stimulus	31/279	464/18903	2.36188256679094e-12	2.89461830130045e-10	1.95120045186355e-10	ADAM10/IL15/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/FGF18/COLEC11/F2/S100A14/LGALS2/HYAL2/CX3CL1/TGFB1/MDK/SERPINE1/COCH/VEGFB/WNT5A/ARTN/S100A9/CCL5/ADAM8/EMILIN1/SERPINF2/CCL3/MEGF8	31
BP	GO:0032102	negative regulation of response to external stimulus	30/279	436/18903	2.59910280602323e-12	3.07158256611816e-10	2.0704882879561e-10	F12/PLXNA3/TNF/IL13/LGALS9/PDGFA/SEMA4B/IGF1/F2/SEMA6C/ANGPT2/SERPINF1/MMRN1/CX3CL1/SEMA4A/CD109/MDK/SERPINE1/SERPING1/WNT4/CST7/ANXA2/C1QTNF1/FGB/WNT5A/SEMA4C/MMP26/SPP1/SERPINF2/SEMA3C	30
BP	GO:0045861	negative regulation of proteolysis	27/279	352/18903	2.78753712354606e-12	3.18067597993583e-10	2.14402583114123e-10	CPAMD8/CSTB/TNF/GAS6/SERPINA3/F2/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/CTSZ/SERPINF2/CST1/PZP/SERPINA5/TIMP1	27
BP	GO:0022612	gland morphogenesis	17/279	123/18903	3.37363322561464e-12	3.72111744785294e-10	2.50832589651839e-10	PTN/TNF/NTN1/TGM2/PDGFA/MMP2/LAMA5/SULF1/LAMA1/SFRP1/TGFB1/MDK/WNT4/WNT5A/TNC/PLXND1/SEMA3C	17
BP	GO:0002685	regulation of leukocyte migration	22/279	231/18903	4.60812878695397e-12	4.9188058567841e-10	3.31566210511222e-10	IL1A/ADAM10/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/ANXA1/CCL4/ECM1/S100A14/CX3CL1/MDK/SERPINE1/VEGFB/WNT5A/CCL5/ADAM8/EMILIN1/CCL3	22
BP	GO:0060348	bone development	22/279	233/18903	5.47557446990235e-12	5.6620862252834e-10	3.81669154661943e-10	FREM1/OGN/FBN1/ADAMTS7/TGM2/FGF18/IGF1/ECM1/SULF1/COMP/BGN/PDGFC/MMP16/ANXA2/LTBP3/SFRP4/LOX/ADAMTS12/COL27A1/TSKU/FAM20C/MEGF8	22
BP	GO:1903035	negative regulation of response to wounding	15/279	94/18903	7.72567223809057e-12	7.74674225328537e-10	5.22191370734097e-10	F12/TNF/PDGFA/F2/MMRN1/CD109/MDK/SERPINE1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/SPP1/SERPINF2	15
BP	GO:0050900	leukocyte migration	28/279	398/18903	8.60314858087331e-12	8.37288783944406e-10	5.643985090672e-10	IL1A/ADAM10/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/PF4/ANXA1/CCL4/MMP2/ECM1/S100A14/CX3CL1/MDK/SERPINE1/CCL14/VEGFB/CXCL2/WNT5A/ARTN/S100A9/CCL5/ADAM8/EMILIN1/CCL3	28
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	24/279	290/18903	9.73695926233122e-12	9.07785664709884e-10	6.11918952623704e-10	GDF15/FGF9/FBN1/LRG1/FSTL3/LEFTY1/HTRA3/CHRD/SULF1/SFRP1/CD109/GDF11/TGFB1/SFRP4/CRIM1/LOX/WNT5A/SFRP5/INHBC/EMILIN1/LTBP1/LTBP4/FBN2/FSTL1	24
BP	GO:0030595	leukocyte chemotaxis	22/279	240/18903	9.87618130237408e-12	9.07785664709884e-10	6.11918952623704e-10	ADAM10/PTN/IL34/GAS6/CCL21/LGALS9/PF4/ANXA1/CCL4/MMP2/S100A14/CX3CL1/MDK/SERPINE1/CCL14/VEGFB/CXCL2/WNT5A/S100A9/CCL5/ADAM8/CCL3	22
BP	GO:1903034	regulation of response to wounding	19/279	172/18903	1.02333431520733e-11	9.15192770005692e-10	6.16911924302798e-10	F12/PTN/TNF/HPSE/ANXA1/PDGFA/F2/MMRN1/CD109/MDK/SERPINE1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/EMILIN1/SPP1/SERPINF2	19
BP	GO:0043410	positive regulation of MAPK cascade	31/279	496/18903	1.31667870724398e-11	1.1465499584922e-09	7.7286486998615e-10	GDF15/IL1A/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/PDGFA/FGF18/IGF1/ADAM9/CX3CL1/NRG1/TGFB1/PDGFC/CCL14/EPO/LIF/C1QTNF1/FGB/WNT5A/IGF2/SEMA4C/CCL5/ADAM8/SERPINF2/IL11/CCL3/IGFBP6	31
BP	GO:0071560	cellular response to transforming growth factor beta stimulus	23/279	271/18903	1.60343052320181e-11	1.36044912853199e-09	9.17049737831208e-10	GDF15/FBN1/LRG1/LEFTY1/PDGFD/PDGFA/HTRA3/CTSK/FMOD/SFRP1/HYAL2/ADAM9/CD109/TGFB1/WNT4/LTBP3/CLEC3B/LOX/WNT5A/EMILIN1/LTBP1/LTBP4/FBN2	23
BP	GO:0071559	response to transforming growth factor beta	23/279	277/18903	2.50491858973889e-11	2.0721939033615e-09	1.39682170833071e-09	GDF15/FBN1/LRG1/LEFTY1/PDGFD/PDGFA/HTRA3/CTSK/FMOD/SFRP1/HYAL2/ADAM9/CD109/TGFB1/WNT4/LTBP3/CLEC3B/LOX/WNT5A/EMILIN1/LTBP1/LTBP4/FBN2	23
BP	GO:0051897	positive regulation of protein kinase B signaling	16/279	120/18903	2.59213982991173e-11	2.09204651150681e-09	1.41020392800589e-09	GDF15/TNF/GAS6/CCL21/HPSE/PDGFA/CSF3/IGF1/F10/CX3CL1/NRG1/TGFB1/C1QTNF1/IGF2/ADAM8/CCL3	16
BP	GO:0071674	mononuclear cell migration	20/279	206/18903	3.13607044691782e-11	2.47077550210739e-09	1.66549706190949e-09	ADAM10/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/ANXA1/CCL4/ECM1/S100A14/CX3CL1/MDK/SERPINE1/CCL14/WNT5A/ARTN/CCL5/ADAM8/CCL3	20
BP	GO:0071675	regulation of mononuclear cell migration	16/279	123/18903	3.79875714215195e-11	2.92327613566995e-09	1.97051808671236e-09	ADAM10/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/ECM1/S100A14/MDK/SERPINE1/WNT5A/CCL5/ADAM8/CCL3	16
BP	GO:0051960	regulation of nervous system development	29/279	456/18903	4.15434916285113e-11	3.12425940451691e-09	2.10599662107214e-09	FGF13/PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SEMA4B/F2/SEMA6C/SERPINF1/NGF/CX3CL1/SEMA4A/S100A10/TGFB1/MDK/CST7/ANXA2/LIF/CLCF1/SRPX2/WNT5A/SEMA4C/AGRN/SPP1/PLXND1/MEGF8/SEMA3C	29
BP	GO:0048251	elastic fiber assembly	7/279	11/18903	4.44171916031104e-11	3.26614415588205e-09	2.20163810542669e-09	THSD4/EFEMP2/TNXB/MFAP4/LTBP3/LOX/EMILIN1	7
BP	GO:0071677	positive regulation of mononuclear cell migration	13/279	73/18903	4.67287568405568e-11	3.35519405578647e-09	2.26166474343069e-09	ADAM10/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/S100A14/SERPINE1/WNT5A/CCL5/ADAM8/CCL3	13
BP	GO:0052548	regulation of endopeptidase activity	28/279	428/18903	4.76561259057009e-11	3.35519405578647e-09	2.26166474343069e-09	CPAMD8/CSTB/TNF/GAS6/LGALS9/SERPINA3/TNFSF10/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/S100A9/CTSD/SERPINF2/CST1/PZP/SERPINA5/TIMP1	28
BP	GO:0050767	regulation of neurogenesis	26/279	377/18903	7.69960103908075e-11	5.30791246631629e-09	3.57795057057283e-09	FGF13/PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SEMA4B/F2/SEMA6C/SERPINF1/NGF/CX3CL1/SEMA4A/S100A10/TGFB1/MDK/ANXA2/LIF/CLCF1/WNT5A/SEMA4C/SPP1/PLXND1/MEGF8/SEMA3C	26
BP	GO:0043491	protein kinase B signaling	20/279	218/18903	8.76860258340287e-11	5.9214910098939e-09	3.99155077856728e-09	GDF15/TNF/GAS6/CCL21/HPSE/PDGFA/CSF3/IGF1/F10/HYAL2/CX3CL1/NRG1/TGFB1/C1QTNF1/LOX/IGF2/SFRP5/CCL5/ADAM8/CCL3	20
BP	GO:0061045	negative regulation of wound healing	13/279	78/18903	1.11835527628643e-10	7.40127521846356e-09	4.98904174831776e-09	F12/TNF/PDGFA/F2/MMRN1/CD109/SERPINE1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/SERPINF2	13
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	20/279	223/18903	1.3190900346782e-10	8.46883624523656e-09	5.70866186434326e-09	IL1A/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/PDGFA/FGF18/IGF1/CX3CL1/NRG1/TGFB1/PDGFC/CCL14/EPO/FGB/CCL5/SERPINF2/CCL3	20
BP	GO:0002062	chondrocyte differentiation	15/279	114/18903	1.33085368616591e-10	8.46883624523656e-09	5.70866186434326e-09	FGF9/ADAMTS7/EFEMP1/FGF18/WNT9A/ECM1/SULF1/TGFBI/COMP/TGFB1/MDK/LTBP3/ADAMTS12/COL27A1/TSKU	15
BP	GO:0040013	negative regulation of locomotion	27/279	419/18903	1.51245683731417e-10	9.24313846519349e-09	6.2306024741916e-09	PODN/ADAM15/PLXNA3/TNF/CCL21/SEMA4B/CHRD/SULF1/SEMA6C/ANGPT2/SERPINF1/SFRP1/HYAL2/CX3CL1/SEMA4A/NRG1/TGFB1/SERPINE1/WNT4/FBLN1/WNT5A/SEMA4C/ADAMTS9/EMILIN1/DCN/SEMA3C/TIMP1	27
BP	GO:0007596	blood coagulation	20/279	225/18903	1.54832439825367e-10	9.24313846519349e-09	6.2306024741916e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0002690	positive regulation of leukocyte chemotaxis	14/279	97/18903	1.57357716878537e-10	9.24313846519349e-09	6.2306024741916e-09	ADAM10/PTN/IL34/GAS6/CCL21/LGALS9/CCL4/S100A14/MDK/SERPINE1/VEGFB/WNT5A/CCL5/CCL3	14
BP	GO:0071772	response to BMP	18/279	178/18903	1.5921997356181e-10	9.24313846519349e-09	6.2306024741916e-09	GDF15/FBN1/FSTL3/LEFTY1/ADAMTS7/HTRA3/CHRD/SULF1/SFRP1/COMP/TGFB1/SFRP4/CRIM1/WNT5A/ADAMTS12/SFRP5/MEGF8/FSTL1	18
BP	GO:0071773	cellular response to BMP stimulus	18/279	178/18903	1.5921997356181e-10	9.24313846519349e-09	6.2306024741916e-09	GDF15/FBN1/FSTL3/LEFTY1/ADAMTS7/HTRA3/CHRD/SULF1/SFRP1/COMP/TGFB1/SFRP4/CRIM1/WNT5A/ADAMTS12/SFRP5/MEGF8/FSTL1	18
BP	GO:0061041	regulation of wound healing	16/279	137/18903	1.97502298146378e-10	1.12678466304545e-08	7.5954150593861e-09	F12/TNF/HPSE/ANXA1/PDGFA/F2/MMRN1/CD109/SERPINE1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	16
BP	GO:0050817	coagulation	20/279	230/18903	2.29392559405261e-10	1.28654233741019e-08	8.6723074644023e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0007599	hemostasis	20/279	231/18903	2.47844301134962e-10	1.36406866451315e-08	9.19489589827856e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0001667	ameboidal-type cell migration	29/279	492/18903	2.51460225250233e-10	1.36406866451315e-08	9.19489589827856e-09	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/SEMA4B/LAMA5/SEMA6C/LGALS8/ANGPT2/SERPINF1/HYAL2/ADAM9/SEMA4A/CCBE1/TGFB1/SRPX2/WNT5A/SEMA4C/ADAMTS9/DCN/PLXND1/ANXA3/MEGF8/SEMA3C/TIMP1/FSTL1	29
BP	GO:0070555	response to interleukin-1	16/279	141/18903	3.05000696391706e-10	1.62781823283896e-08	1.0972775477997e-08	ADAMTS7/CCL21/LGALS9/ANXA1/CCL4/MMP2/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/EPO/FGB/ADAMTS12/CCL5/CCL3	16
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	23/279	315/18903	3.28138536283594e-10	1.72350859771812e-08	1.16178038159555e-08	IL1A/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/PDGFA/FGF18/IGF1/CX3CL1/NRG1/TGFB1/PDGFC/CCL14/EPO/LIF/FGB/FBLN1/CCL5/EMILIN1/SERPINF2/CCL3	23
BP	GO:0051896	regulation of protein kinase B signaling	18/279	189/18903	4.27475464762027e-10	2.21018173890242e-08	1.48983636485318e-08	GDF15/TNF/GAS6/CCL21/HPSE/PDGFA/CSF3/IGF1/F10/HYAL2/CX3CL1/NRG1/TGFB1/C1QTNF1/IGF2/SFRP5/ADAM8/CCL3	18
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	21/279	266/18903	4.8073738672414e-10	2.44732309641566e-08	1.64968829549547e-08	IL15/IL34/TNF/IL13/GAS6/PDGFD/PDGFA/CSF3/IGF1/CTF1/SFRP1/HYAL2/NRG1/TGFB1/PDGFC/EPO/LIF/CLCF1/IGF2/CCL5/IL11	21
BP	GO:0097529	myeloid leukocyte migration	20/279	242/18903	5.65460838057478e-10	2.83501501989726e-08	1.91102315126602e-08	IL1A/IL34/CCL21/PDGFD/PF4/ANXA1/CCL4/MMP2/S100A14/CX3CL1/MDK/SERPINE1/CCL14/VEGFB/CXCL2/S100A9/CCL5/ADAM8/EMILIN1/CCL3	20
BP	GO:1900046	regulation of hemostasis	12/279	72/18903	5.89978042742596e-10	2.91378707975411e-08	1.96412171653034e-08	F12/HPSE/PDGFA/F2/COMP/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	12
BP	GO:0001558	regulation of cell growth	26/279	422/18903	8.80559714278765e-10	4.28495896257123e-08	2.8883994342983e-08	ADAM15/FGF13/ADAM10/PLXNA3/KAZALD1/CRLF3/NTN1/SEMA4B/IGF1/F2/MUC12/SEMA6C/SFRP1/HYAL2/NGF/SEMA4A/TGFB1/WNT5A/SEMA4C/TNC/EGLN2/S100A9/SPP1/LTBP4/MEGF8/SEMA3C	26
BP	GO:0050818	regulation of coagulation	12/279	75/18903	9.6452949230399e-10	4.62554795657087e-08	3.11798321005668e-08	F12/ANXA5/HPSE/PDGFA/F2/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	12
