ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0030574	collagen catabolic process	13/279	45/18903	5.71447216601635e-14	1.45455295364216e-11	9.80483119011227e-12	MMP7/ADAM15/CTSS/MMP2/CTSK/MMP24/CST3/MMP16/MMP25/MMP17/MMP23B/MMP26/MMP15	13
BP	GO:0010466	negative regulation of peptidase activity	25/279	263/18903	1.57903342046098e-13	3.48334772553692e-11	2.34805039856619e-11	CPAMD8/CSTB/TNF/GAS6/SERPINA3/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	25
BP	GO:0061448	connective tissue development	25/279	274/18903	3.9976034132898e-13	7.1452148441437e-11	4.81643691200728e-11	FGF9/OGN/ADAMTS7/PDGFD/EFEMP1/FGF18/WNT9A/ECM1/SULF1/CTSK/HYAL2/TGFBI/COMP/MGP/TGFB1/HYAL3/BGN/MDK/LTBP3/LOX/WNT5A/ADAMTS12/COL27A1/TSKU/TIMP1	25
BP	GO:0002687	positive regulation of leukocyte migration	19/279	148/18903	6.78397927062623e-13	1.06896130507153e-10	7.20564013757243e-11	IL1A/ADAM10/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/S100A14/CX3CL1/MDK/SERPINE1/VEGFB/WNT5A/CCL5/ADAM8/CCL3	19
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	29/279	390/18903	9.02043490723805e-13	1.35675541400231e-10	9.14559883657294e-11	GDF15/FGF9/FBN1/LRG1/FSTL3/LEFTY1/HTRA3/CHRD/SULF1/FMOD/SFRP1/COMP/ADAM9/CD109/GDF11/TGFB1/LTBP3/SFRP4/CRIM1/LOX/WNT5A/SFRP5/INHBC/EMILIN1/LTBP1/LTBP4/MEGF8/FBN2/FSTL1	29
BP	GO:0090287	regulation of cellular response to growth factor stimulus	27/279	338/18903	1.07149167279044e-12	1.54155041098417e-10	1.03912624926451e-10	FGF9/FBN1/LRG1/FSTL3/FGF18/HTRA3/CHRD/SULF1/GPC1/SFRP1/CCBE1/CD109/TGFB1/WNT4/SFRP4/CRIM1/LOX/WNT5A/ADAMTS12/SFRP5/EMILIN1/DCN/LTBP1/FAM20C/LTBP4/FBN2/FSTL1	27
BP	GO:0052547	regulation of peptidase activity	31/279	459/18903	1.78112562098337e-12	2.31017620910005e-10	1.55724050423343e-10	PCOLCE/CPAMD8/CSTB/TNF/GAS6/LGALS9/SERPINA3/TNFSF10/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/FBLN1/SLPI/CST2/SERPINA10/S100A9/CTSD/SERPINF2/CST1/PZP/SERPINA5/TIMP1	31
BP	GO:0051346	negative regulation of hydrolase activity	28/279	373/18903	1.81431901284197e-12	2.31017620910005e-10	1.55724050423343e-10	CPAMD8/CSTB/TNF/GAS6/ANXA1/EGLN1/ANGPTL4/SERPINA3/ECM1/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	28
BP	GO:0060326	cell chemotaxis	26/279	319/18903	1.81518831781811e-12	2.31017620910005e-10	1.55724050423343e-10	ADAM10/PTN/IL34/GAS6/CCL21/LGALS9/PDGFD/PF4/ANXA1/CCL4/FGF18/MMP2/S100A14/CX3CL1/CXCL14/MDK/SERPINE1/CCL14/VEGFB/CXCL2/LOX/WNT5A/S100A9/CCL5/ADAM8/CCL3	26
BP	GO:0032103	positive regulation of response to external stimulus	31/279	464/18903	2.36188256679094e-12	2.89461830130045e-10	1.95120045186355e-10	ADAM10/IL15/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/FGF18/COLEC11/F2/S100A14/LGALS2/HYAL2/CX3CL1/TGFB1/MDK/SERPINE1/COCH/VEGFB/WNT5A/ARTN/S100A9/CCL5/ADAM8/EMILIN1/SERPINF2/CCL3/MEGF8	31
BP	GO:0032102	negative regulation of response to external stimulus	30/279	436/18903	2.59910280602323e-12	3.07158256611816e-10	2.0704882879561e-10	F12/PLXNA3/TNF/IL13/LGALS9/PDGFA/SEMA4B/IGF1/F2/SEMA6C/ANGPT2/SERPINF1/MMRN1/CX3CL1/SEMA4A/CD109/MDK/SERPINE1/SERPING1/WNT4/CST7/ANXA2/C1QTNF1/FGB/WNT5A/SEMA4C/MMP26/SPP1/SERPINF2/SEMA3C	30
BP	GO:0022612	gland morphogenesis	17/279	123/18903	3.37363322561464e-12	3.72111744785294e-10	2.50832589651839e-10	PTN/TNF/NTN1/TGM2/PDGFA/MMP2/LAMA5/SULF1/LAMA1/SFRP1/TGFB1/MDK/WNT4/WNT5A/TNC/PLXND1/SEMA3C	17
BP	GO:0060348	bone development	22/279	233/18903	5.47557446990235e-12	5.6620862252834e-10	3.81669154661943e-10	FREM1/OGN/FBN1/ADAMTS7/TGM2/FGF18/IGF1/ECM1/SULF1/COMP/BGN/PDGFC/MMP16/ANXA2/LTBP3/SFRP4/LOX/ADAMTS12/COL27A1/TSKU/FAM20C/MEGF8	22
BP	GO:1903035	negative regulation of response to wounding	15/279	94/18903	7.72567223809057e-12	7.74674225328537e-10	5.22191370734097e-10	F12/TNF/PDGFA/F2/MMRN1/CD109/MDK/SERPINE1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/SPP1/SERPINF2	15
BP	GO:0050900	leukocyte migration	28/279	398/18903	8.60314858087331e-12	8.37288783944406e-10	5.643985090672e-10	IL1A/ADAM10/PTN/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/PF4/ANXA1/CCL4/MMP2/ECM1/S100A14/CX3CL1/MDK/SERPINE1/CCL14/VEGFB/CXCL2/WNT5A/ARTN/S100A9/CCL5/ADAM8/EMILIN1/CCL3	28
BP	GO:0043410	positive regulation of MAPK cascade	31/279	496/18903	1.31667870724398e-11	1.1465499584922e-09	7.7286486998615e-10	GDF15/IL1A/IL34/TNF/GAS6/CCL21/LGALS9/PDGFD/CCL4/PDGFA/FGF18/IGF1/ADAM9/CX3CL1/NRG1/TGFB1/PDGFC/CCL14/EPO/LIF/C1QTNF1/FGB/WNT5A/IGF2/SEMA4C/CCL5/ADAM8/SERPINF2/IL11/CCL3/IGFBP6	31
BP	GO:0071559	response to transforming growth factor beta	23/279	277/18903	2.50491858973889e-11	2.0721939033615e-09	1.39682170833071e-09	GDF15/FBN1/LRG1/LEFTY1/PDGFD/PDGFA/HTRA3/CTSK/FMOD/SFRP1/HYAL2/ADAM9/CD109/TGFB1/WNT4/LTBP3/CLEC3B/LOX/WNT5A/EMILIN1/LTBP1/LTBP4/FBN2	23
BP	GO:0051960	regulation of nervous system development	29/279	456/18903	4.15434916285113e-11	3.12425940451691e-09	2.10599662107214e-09	FGF13/PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SEMA4B/F2/SEMA6C/SERPINF1/NGF/CX3CL1/SEMA4A/S100A10/TGFB1/MDK/CST7/ANXA2/LIF/CLCF1/SRPX2/WNT5A/SEMA4C/AGRN/SPP1/PLXND1/MEGF8/SEMA3C	29
BP	GO:0050767	regulation of neurogenesis	26/279	377/18903	7.69960103908075e-11	5.30791246631629e-09	3.57795057057283e-09	FGF13/PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SEMA4B/F2/SEMA6C/SERPINF1/NGF/CX3CL1/SEMA4A/S100A10/TGFB1/MDK/ANXA2/LIF/CLCF1/WNT5A/SEMA4C/SPP1/PLXND1/MEGF8/SEMA3C	26
BP	GO:0040013	negative regulation of locomotion	27/279	419/18903	1.51245683731417e-10	9.24313846519349e-09	6.2306024741916e-09	PODN/ADAM15/PLXNA3/TNF/CCL21/SEMA4B/CHRD/SULF1/SEMA6C/ANGPT2/SERPINF1/SFRP1/HYAL2/CX3CL1/SEMA4A/NRG1/TGFB1/SERPINE1/WNT4/FBLN1/WNT5A/SEMA4C/ADAMTS9/EMILIN1/DCN/SEMA3C/TIMP1	27
BP	GO:0007596	blood coagulation	20/279	225/18903	1.54832439825367e-10	9.24313846519349e-09	6.2306024741916e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0050817	coagulation	20/279	230/18903	2.29392559405261e-10	1.28654233741019e-08	8.6723074644023e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0007599	hemostasis	20/279	231/18903	2.47844301134962e-10	1.36406866451315e-08	9.19489589827856e-09	F12/ANXA5/GAS6/PF4/HPSE/PDGFA/F2/F10/COMP/MMRN1/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	20
BP	GO:0001667	ameboidal-type cell migration	29/279	492/18903	2.51460225250233e-10	1.36406866451315e-08	9.19489589827856e-09	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/SEMA4B/LAMA5/SEMA6C/LGALS8/ANGPT2/SERPINF1/HYAL2/ADAM9/SEMA4A/CCBE1/TGFB1/SRPX2/WNT5A/SEMA4C/ADAMTS9/DCN/PLXND1/ANXA3/MEGF8/SEMA3C/TIMP1/FSTL1	29
BP	GO:0070555	response to interleukin-1	16/279	141/18903	3.05000696391706e-10	1.62781823283896e-08	1.0972775477997e-08	ADAMTS7/CCL21/LGALS9/ANXA1/CCL4/MMP2/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/EPO/FGB/ADAMTS12/CCL5/CCL3	16
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	21/279	266/18903	4.8073738672414e-10	2.44732309641566e-08	1.64968829549547e-08	IL15/IL34/TNF/IL13/GAS6/PDGFD/PDGFA/CSF3/IGF1/CTF1/SFRP1/HYAL2/NRG1/TGFB1/PDGFC/EPO/LIF/CLCF1/IGF2/CCL5/IL11	21
BP	GO:0001558	regulation of cell growth	26/279	422/18903	8.80559714278765e-10	4.28495896257123e-08	2.8883994342983e-08	ADAM15/FGF13/ADAM10/PLXNA3/KAZALD1/CRLF3/NTN1/SEMA4B/IGF1/F2/MUC12/SEMA6C/SFRP1/HYAL2/NGF/SEMA4A/TGFB1/WNT5A/SEMA4C/TNC/EGLN2/S100A9/SPP1/LTBP4/MEGF8/SEMA3C	26
BP	GO:0050818	regulation of coagulation	12/279	75/18903	9.6452949230399e-10	4.62554795657087e-08	3.11798321005668e-08	F12/ANXA5/HPSE/PDGFA/F2/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	12
BP	GO:0050919	negative chemotaxis	10/279	47/18903	1.33650910910446e-09	6.3178694886095e-08	4.25874105592834e-08	PLXNA3/NTN1/PDGFA/SEMA4B/SEMA6C/SEMA4A/NRG1/WNT5A/SEMA4C/SEMA3C	10
BP	GO:0048771	tissue remodeling	17/279	179/18903	1.3800320887323e-09	6.43172701635942e-08	4.335489986692e-08	IL1A/IL15/PTN/MMP2/CTSK/SFRP1/CTHRC1/TGFB1/CST3/MDK/LIF/LTBP3/ADAM8/SPP1/RSPO3/SEMA3C/TIMP1	17
BP	GO:0010721	negative regulation of cell development	17/279	188/18903	2.93293635950372e-09	1.32946389227367e-07	8.96163251014908e-08	IL1A/FBN1/FGF13/PLXNA3/PTN/TNF/NTN1/SEMA4B/IGF1/F2/SEMA6C/SEMA4A/FBLN1/WNT5A/SEMA4C/SPP1/SEMA3C	17
BP	GO:0031639	plasminogen activation	8/279	27/18903	3.54694639706021e-09	1.56491275038296e-07	1.05487430391166e-07	F12/S100A10/SERPINE1/ANXA2/FGB/CLEC3B/CTSZ/SERPINF2	8
BP	GO:0070613	regulation of protein processing	11/279	67/18903	3.67593306881786e-09	1.60048191114714e-07	1.07885071645776e-07	F12/SPON1/CCBE1/S100A10/SERPINE1/CST7/ANXA2/CLEC3B/ADAM8/CTSZ/SERPINF2	11
BP	GO:0030282	bone mineralization	14/279	123/18903	3.85610367110229e-09	1.63587782662532e-07	1.10271034805206e-07	PTN/IBSP/IGF1/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CLEC3B/LOX/CCL3/FAM20C/FBN2	14
BP	GO:0001655	urogenital system development	23/279	360/18903	4.34529315342212e-09	1.79732188058422e-07	1.21153634106598e-07	FREM2/PCSK5/FBN1/FRAS1/PDGFD/ANXA1/PDGFA/ADAMTS6/MMP2/LAMA5/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/GDF11/WNT4/LIF/WNT5A/MMP17/TNC/PLXND1/ADAMTS1	23
BP	GO:0030193	regulation of blood coagulation	11/279	70/18903	5.95199809594919e-09	2.37291104813203e-07	1.59952872102934e-07	F12/HPSE/PDGFA/F2/SERPINE1/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	11
BP	GO:0071347	cellular response to interleukin-1	13/279	111/18903	9.87420868474901e-09	3.79927401602727e-07	2.56100957196856e-07	ADAMTS7/CCL21/CCL4/MMP2/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/FGB/ADAMTS12/CCL5/CCL3	13
BP	GO:0110148	biomineralization	16/279	181/18903	1.19663834536409e-08	4.5513520515055e-07	3.06796933312343e-07	PTN/IBSP/GAS6/IGF1/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CLEC3B/LOX/SPP1/CCL3/FAM20C/FBN2	16
BP	GO:0048841	regulation of axon extension involved in axon guidance	8/279	33/18903	2.0542704186619e-08	7.15534822668654e-07	4.82326760902444e-07	PLXNA3/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	8
BP	GO:0016049	cell growth	26/279	493/18903	2.21399666452391e-08	7.63136975303084e-07	5.1441435659278e-07	ADAM15/FGF13/ADAM10/PLXNA3/KAZALD1/CRLF3/NTN1/SEMA4B/IGF1/F2/MUC12/SEMA6C/SFRP1/HYAL2/NGF/SEMA4A/TGFB1/WNT5A/SEMA4C/TNC/EGLN2/S100A9/SPP1/LTBP4/MEGF8/SEMA3C	26
BP	GO:0030278	regulation of ossification	13/279	122/18903	3.12557529658386e-08	1.0342528656396e-06	6.97167795101179e-07	PTN/ECM1/SFRP1/COMP/MGP/TGFB1/MDK/WNT4/LTBP3/WNT5A/CCL3/FAM20C/FBN2	13
BP	GO:0050771	negative regulation of axonogenesis	10/279	65/18903	3.65723926941503e-08	1.16363507139368e-06	7.84381580150854e-07	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	10
BP	GO:0048660	regulation of smooth muscle cell proliferation	15/279	175/18903	5.21327683906055e-08	1.58263606059187e-06	1.06682120926792e-06	FGF9/EFEMP2/OGN/IL15/TNF/IL13/PDGFD/ELN/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	15
BP	GO:0001763	morphogenesis of a branching structure	16/279	203/18903	6.05423103150448e-08	1.75639759491449e-06	1.18395015305111e-06	FGF13/TNF/TGM2/PDGFA/LAMA5/SULF1/LAMA1/SFRP1/MDK/WNT4/WNT5A/CTSZ/PLXND1/RSPO3/ST14/SEMA3C	16
BP	GO:0048659	smooth muscle cell proliferation	15/279	179/18903	7.04076047338698e-08	1.9743963056303e-06	1.33089843381864e-06	FGF9/EFEMP2/OGN/IL15/TNF/IL13/PDGFD/ELN/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	15
BP	GO:0048146	positive regulation of fibroblast proliferation	9/279	53/18903	7.33744419594939e-08	2.00657874747079e-06	1.35259193138032e-06	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/PDGFC/LIF/WNT5A	9
BP	GO:0061138	morphogenesis of a branching epithelium	15/279	188/18903	1.34462764648744e-07	3.44912626529219e-06	2.32498244219248e-06	TNF/TGM2/PDGFA/LAMA5/SULF1/LAMA1/SFRP1/MDK/WNT4/WNT5A/CTSZ/PLXND1/RSPO3/ST14/SEMA3C	15
BP	GO:2000242	negative regulation of reproductive process	10/279	75/18903	1.48742072559003e-07	3.75715662670031e-06	2.53261913822842e-06	IL1A/OVGP1/IGF1/SULF1/SERPINF1/HYAL3/WNT4/LIF/WNT5A/TIMP1	10
BP	GO:0090132	epithelium migration	21/279	369/18903	1.50233779654559e-07	3.76608770361314e-06	2.53863938666675e-06	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/LGALS8/ANGPT2/SERPINF1/ADAM9/SEMA4A/CCBE1/TGFB1/SRPX2/WNT5A/ADAMTS9/DCN/PLXND1/ANXA3/FSTL1	21
BP	GO:0001649	osteoblast differentiation	17/279	246/18903	1.57864561661526e-07	3.92762281607511e-06	2.64752676027522e-06	FGF9/TNF/IBSP/IGF1/CHRD/VCAN/SFRP1/CTHRC1/WNT4/CRIM1/LOX/IGF2/TNC/SPP1/CCL3/FAM20C/FBN2	17
BP	GO:0030323	respiratory tube development	15/279	191/18903	1.6542322533768e-07	4.0849660644954e-06	2.75358848774976e-06	FGF9/PCSK5/TNF/IL13/PDGFA/FGF18/PLOD3/LAMA5/LAMA1/CCBE1/LIF/LTBP3/LOX/WNT5A/CTSZ	15
BP	GO:0042063	gliogenesis	19/279	310/18903	1.92044607377115e-07	4.63850807161221e-06	3.1267193471541e-06	PTN/IL34/TNF/NTN1/ANXA1/F2/MMP24/GPC1/LAMC3/CX3CL1/NRG1/TGFB1/MDK/LIF/CLCF1/S100A9/LAMB1/C1QA/CCL3	19
BP	GO:0110149	regulation of biomineralization	11/279	105/18903	4.34212816260804e-07	9.64302153695973e-06	6.50015512297169e-06	PTN/GAS6/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CCL3/FAM20C/FBN2	11
BP	GO:1905330	regulation of morphogenesis of an epithelium	9/279	65/18903	4.53445380769847e-07	9.93676003289684e-06	6.69815797735312e-06	TNF/PDGFA/SULF1/SFRP1/MDK/WNT4/LIF/WNT5A/ADAMTS12	9
BP	GO:0050808	synapse organization	22/279	432/18903	5.07830628403366e-07	1.10553391407022e-05	7.45216829353693e-06	C1QB/FGF13/ADAM10/TNF/NTN1/EGLN1/COL4A5/CBLN4/C1QC/CX3CL1/SEMA4A/NRG1/GPC6/SRPX2/WNT5A/TNC/AGRN/PLXND1/SPARCL1/C1QA/C1QL1/HAPLN4	22
BP	GO:0032496	response to lipopolysaccharide	19/279	339/18903	7.52212657359878e-07	1.56545388880744e-05	1.05523907378059e-05	IL1A/TNF/IL13/LGALS9/PF4/CSF3/S100A14/ADAM9/CX3CL1/TGFB1/SERPINE1/EPO/CXCL2/WNT5A/SLPI/S100A9/CCL5/CCL3/LOXL1	19
BP	GO:0010975	regulation of neuron projection development	22/279	446/18903	8.66339277990784e-07	1.73740404295243e-05	1.17114700482454e-05	FGF13/PLXNA3/PTN/NTN1/SEMA4B/SEMA6C/SERPINF1/SFRP1/NGF/CX3CL1/SEMA4A/MDK/EPO/WNT5A/SEMA4C/S100A9/SPP1/PLXND1/TSKU/SDC2/MEGF8/SEMA3C	22
BP	GO:0007565	female pregnancy	14/279	189/18903	8.72094558563569e-07	1.73841017728124e-05	1.17182521851376e-05	PCSK5/OVGP1/PTN/IGFBP2/LGALS9/MMP2/ANGPT2/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	14
BP	GO:0002573	myeloid leukocyte differentiation	15/279	218/18903	9.05013578294161e-07	1.78255353010439e-05	1.20158131103091e-05	FBN1/FSTL3/IL15/IL34/TNF/PF4/CSF3/C1QC/SFRP1/CD109/TGFB1/ANXA2/LIF/CCL3/FAM20C	15
BP	GO:0044706	multi-multicellular organism process	15/279	218/18903	9.05013578294161e-07	1.78255353010439e-05	1.20158131103091e-05	PCSK5/OVGP1/PTN/IGFBP2/LGALS9/MMP2/ANGPT2/HYAL3/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	15
BP	GO:0045926	negative regulation of growth	16/279	249/18903	9.72181193532369e-07	1.9034021017352e-05	1.28304275534885e-05	GDF15/ADAM15/FGF13/PLXNA3/CRLF3/NTN1/SEMA4B/SEMA6C/SFRP1/HYAL2/SEMA4A/TGFB1/WNT5A/SEMA4C/SPP1/SEMA3C	16
BP	GO:0001819	positive regulation of cytokine production	23/279	486/18903	9.90472733712596e-07	1.90611101001147e-05	1.28486877263422e-05	IL1A/IL15/TNF/IL13/LGALS9/PF4/HPSE/ANXA1/EBI3/C1QTNF4/SULF1/HYAL2/CX3CL1/CCBE1/TGFB1/MDK/SERPINE1/WNT5A/LUM/LTB/ADAM8/SERPINF2/CCL3	23
BP	GO:0050727	regulation of inflammatory response	21/279	414/18903	9.90786019105386e-07	1.90611101001147e-05	1.28486877263422e-05	F12/IL15/TNF/IL13/ANXA1/IGF1/LGALS2/SERPINF1/HYAL2/CX3CL1/MDK/SERPINE1/CST7/WNT5A/ADAMTS12/TNC/S100A9/CCL5/ADAM8/MMP26/CCL3	21
BP	GO:0048640	negative regulation of developmental growth	11/279	115/18903	1.08865308180585e-06	2.08228499866794e-05	1.40362390042384e-05	GDF15/FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	11
BP	GO:0051781	positive regulation of cell division	10/279	93/18903	1.14808327097429e-06	2.14633194556719e-05	1.44679658114452e-05	FGF9/IL1A/PTN/PDGFD/PDGFA/TGFB1/PDGFC/MDK/VEGFB/IGF2	10
